url,title,product_description,rating,reviews_count,tags,product_details,amount_of_stars,seller_name,delivery_price,item_price,total_price,currency,price_from,price_to
https://www.google.com/shopping/product/6100603404551587997?hl=en,IPhone For Dummies [Book],"[""Get to know the latest iPhone models, including the iPhone 7 and 7 Plus"",""Grasp the newest features of iOS 10"",""Stock your iPhone with apps for watching video, reading books, and more"",""Shoot photos and instantly share them""]",0,7.0,"[""Paperback"",""Non-fiction"",""Computer"",""by Edward C. Baig, Bob LeVitus"",""Wiley"",""paperback"",""416 pages"",""ISBN 1119283132""]","Set your iPhone to stun! Apple keeps packing more punch into the iPhone, and iPhone For Dummies has been the go-to guide for aficionados from the start! Just like those that came before it, this new edition leaves no stone unturned, giving you thorough and easy-to-follow guidance on everything you need to unlock all your iPhone has to offer. From using FaceTime to connect with friends to setting up your iPhone to stay organized and on time, this is the essential iPhone companion guide no user should be without. Think about the iPhone. It's a device capable of communicating with anyone across the globe, connecting to the world's knowledge, fetching music and video, and assisting with day-to-day chores. In short, it's science fiction come to life. iPhone For Dummies provides the insight and know-how you need to squeeze all these wonders out of your iPhone—while having a whole lot of fun in the process. Get to know the latest iPhone models, including the iPhone 7 and 7 Plus Grasp the newest features of iOS 10 Stock your iPhone with apps for watching video, reading books, and more Shoot photos and instantly share them Don't waste a minute! Swipe, tap, and type your way to all the fun and functionality your iPhone has to offer!","{""1_star"":0,""2_stars"":0,""3_stars"":0,""4_stars"":0,""5_stars"":7}",Bib███.co███ Or█████████,Free delivery,$11.48,12.6,USD,11.48,12.6
https://www.google.com/shopping/product/9758498286665111505?hl=en,Apple - iPhone 13 Leather Case with MagSafe - Wisteria,"[""Leather Case with MagSafe is a Delightful way to give your iPhone Extra Protection while adding Style"",""Made from specially Tanned and Finished Leather"",""Compatible with Magsafe and QI Certified Charger"",""Magical Attach and Detach Experience,Leather Case with MagSafe is a Delightful way to give your iPhone Extra Protection while adding Style"",""Magical Attach and Detach Experience""]",4.7,602.0,"[""Plastic"",""Leather"",""Wisteria"",""iPhone 13""]","Overview Designed by Apple to complement iPhone 13, the Leather Case with MagSafe is a delightful way to give your iPhone extra protection while adding style. Made from specially tanned and finished leather, the outside feels soft to the touch and develops a natural patina over time. The case quickly snaps into place and fits snugly over your iPhone without adding bulk. With built-in magnets that align perfectly with iPhone 13, the case offers a magical attach and detach experience, every time. The perfectly aligned magnets make wireless charging faster and easier than ever before. And when it’s time to charge, just leave the case on your iPhone and snap on your MagSafe charger, or set it on your Qi-certified charger. Like every Apple-designed case, it undergoes thousands of hours of testing throughout the design and manufacturing process. So not only does it look great, it’s built to protect your iPhone from scratches and drops. This case is made with high-quality, supple leather to Apple Official iPhone 13 Case with MagSafe - Wisteria Apple, AppleiPhoneCases.","{""1_star"":12,""2_stars"":17,""3_stars"":8,""4_stars"":45,""5_stars"":520}",Ele███the███ffi██████,Delivery date & cost shown at checkout,LOW PRICE$12.99,14.06,USD,14.06,14.06
https://www.google.com/shopping/product/12976475649125200916?hl=en,Apple Clear Case for iPhone 11 Pro,"[""This transparent case keeps your phone safe without compromising its look"",""Designed with polycarbonate and TPU to enhance its structural strength"",""Scratch-resistant coating offers protection against abrasions""]",4.5,677.0,"[""Plastic"",""Leather"",""Clear"",""iPhone 11 Pro""]","Just like every Apple-designed case, it's put through thousands of hours of testing throughout the design and manufacturing process. So not only does it look great, it's built to protect your iPhone from scratches and drops. This one, thin, light, and easy to grip - this Apple-designed case shows off the brilliant colored finish of iPhone 11 Pro while providing extra protection.","{""1_star"":22,""2_stars"":16,""3_stars"":54,""4_stars"":121,""5_stars"":464}",bla███gbr███.co███,Delivery date & cost shown at checkout,LOW PRICE$25.25,25.25,USD,25.25,25.25
https://www.google.com/shopping/product/508485773681165712?psb=1,Samsung-Galaxy Z Flip3 5G 128GB (Unlocked) Phantom Black,"[""Specifications"",""Display Screen size (inches) 6.70 Touchscreen Yes Resolution 1080x2640 pixels Pixels per inch (PPI) 425"",""Second display Screen size (inches) 1.90 Touchscreen Yes Resolution 260x512 pixels"",""Hardware Processor octa-core RAM 8GB Internal storage 128GB"",""Software Operating system Android 11 Skin One UI"",""Connectivity Wi-Fi Yes Wi-Fi standards supported 802.11 a/b/g/n/ac/ax GPS Yes Bluetooth Yes, v 5.10 NFC Yes USB Type-C Yes""]",4.4,32505.0,"[""Smartphone"",""Dual SIM"",""5G"",""With Wireless Charging"",""With Fast Charging"",""Unlocked"",""Dual Lens"",""Android"",""GSM"",""CDMA""]",,"{""1_star"":2009,""2_stars"":816,""3_stars"":1528,""4_stars"":5812,""5_stars"":22340}",eBay,"Free delivery by Mon, Dec 2",$599.99,665.84,USD,599.99,665.84
https://www.google.com/shopping/product/14578996899054330228?psb=1,Samsung Galaxy Z Flip3 5G Sm-f711u - 128GB - Cream (Unlocked),"[""Specifications"",""Display Screen size (inches) 6.70 Touchscreen Yes Resolution 1080x2640 pixels Pixels per inch (PPI) 425"",""Second display Screen size (inches) 1.90 Touchscreen Yes Resolution 260x512 pixels"",""Hardware Processor octa-core RAM 8GB Internal storage 128GB"",""Software Operating system Android 11 Skin One UI"",""Connectivity Wi-Fi Yes Wi-Fi standards supported 802.11 a/b/g/n/ac/ax GPS Yes Bluetooth Yes, v 5.10 NFC Yes USB Type-C Yes""]",4.4,32505.0,"[""Smartphone"",""Dual SIM"",""5G"",""With Wireless Charging"",""Unlocked"",""Dual Lens"",""Android"",""GSM"",""CDMA"",""Foldable""]",,"{""1_star"":2009,""2_stars"":816,""3_stars"":1528,""4_stars"":5812,""5_stars"":22340}",Bon███a -███ore█████████,Free delivery,$499.99,541.24,USD,499.99,541.24
https://www.google.com/shopping/product/3661524692408999871?psb=1,"Smartphone Samsung A53 6,5"" Octa Core 6 GB Ram 128 GB","[""Its 5G connectivity delivers super-fast streaming and downloading, so it's perfect for watching YouTube videos while you're commuting to work"",""The Super AMOLED screen brings colours to life, so that you're fully immersed in your favourite Netflix shows"",""With the quad""]",4.3,22898.0,"[""Smartphone"",""Dual SIM"",""5G"",""With Fast Charging"",""Quad Lens"",""Android"",""Fingerprint Scanner"",""With OLED Display"",""2400 x 1080"",""Awesome Black""]","Samsung Galaxy A53 5G comes with a 6.5 inches Super AMOLED touchscreen display that has a 85.4% screen-to-body ratio, offers a comfortable experience on the large, widescreen. So you can enjoy your content with a view pleasing to the eye. The phone can be protected from scratches as it has Corning Gorilla Glass 5 protection on the display. Samsung Galaxy A53 is equipped with Octa-core Exynos 1280 processor, this processor handles all your daily tasks on your phone smoothly. It comes with various memory variations, up to 256GB and 8GB RAM (Please check specification table). Samsung Galaxy A53 comes with a quad rear camera setup for capturing high-quality images and videos. There is a 64 MP primary camera, a 12 MP ultra-wide angle lens, a 5 MP macro shooter, and a 5 MP depth. On the front, the phone features a 32 MP camera for selfies and video chats. The Samsung Galaxy A53 is powered by a non-removable Li-Polymer 5000 mAh battery that comes with 25W fast charging support, which will give you more time to use your phone. The phone runs on One UI 4.1 based on the Android 12 operating system offering you a clutter-free user interface.","{""1_star"":1519,""2_stars"":869,""3_stars"":1706,""4_stars"":4532,""5_stars"":14272}",Tec███n.c███,$13.99 delivery,LOW PRICE$323.99$489.93Was $489.93,337.98,USD,337.98,337.98
https://www.google.com/shopping/product/14432567058945006173?hl=en-US,"Apple Iphone 16 Pro, 512Gb - Black Titanium","[""3 months free trial os Secure Net"",""An extra £50 when you trade in"",""Get up to 3 months of free Apple Music""]",3.9,1200.0,"[""Smartphone"",""Dual SIM"",""5G"",""With Wireless Charging"",""Unlocked"",""iOS"",""Facial Recognition"",""With OLED Display"",""Black Titanium"",""Water Resistant""]","New Apple iPhone 16 Pro. Camera Control gives you an easier way to quickly access camera tools and takes video capture to a whole new level with 4K 120 fps Dolby Vision, our highest resolution and frame rate combo yet. With 4 studio-quality mics and Audio Mix which lets you adjust the way voices sound in your videos using three different voice options, it's a Pro studio in your pocket. Plus iPhone 16 Pro adds a second 48Mp camera to the Pro camera system. The new 48Mp Ultra Wide camera has a more advanced quad-pixel sensor for super-high-resolution 48Mp ProRAW and Heif photos with autofocus. All-new A18 Pro chip powers unrivaled intelligence and unprecedented performance and a huge leap in battery life, up to 27 hours of video playback. iPhone 16 Pro features a Grade 5 titanium design with a new, refined microblasted finish. Internal substructure and back glass optimizations and design improvements that further dissipate heat enabling you to run high-intensity gaming for longer. iPhone 16 Pro is splash, water, and dust resistant and latest-generation Ceramic Shield material is two times tougher than any smartphone glass. Our thinnest borders yet, for even larger displays. Built for Apple Intelligence, the personal intelligence system that helps you write, express yourself, and get things done effortlessly while designed to protect your privacy at every step.","{""1_star"":242,""2_stars"":36,""3_stars"":58,""4_stars"":101,""5_stars"":763}",Blu███de'███uro█████████sac██████,Delivery date & cost shown at checkout,"LOW PRICE$1,579.99",1579.99,USD,1579.99,1579.99
https://www.google.com/shopping/product/4213063139212211186?hl=en-US,Ray-Ban Aviator Large Metal Sunglasses 001/3M Gold,"[""100 Percent UV protection to protect eyes from harmful UV rays"",""The saddle nose bridge reduces stress of prolonged wear"",""High grade lenses reduce brightness without color distortion"",""Offers a high level of visual clarity, comfort and protection"",""Outstanding range of frame designs, shapes and colors to suit every style""]",4.7,30191.0,"[""Aviator"",""Photochromic"",""Gradient"",""Unisex"",""Metal""]","Discover the iconic Ray-Ban Aviator Large Metal Rb 3025 001/3M sunglasses, originally created in 1937 for American pilots. The Aviator Classic is a timeless model that combines an extraordinary pilot shape with high levels of quality, performance, and comfort. The classic gold or silver frame is paired with a wide range of lens colors, including brown crystal, green crystal, G-15 polarized, and more, for optimal visual clarity and total UV protection. Size: 55/14/135. Crafted from metal.","{""1_star"":674,""2_stars"":350,""3_stars"":824,""4_stars"":3577,""5_stars"":24766}",Ray███n,Delivery date & cost shown at checkout,$195.00,216.45,USD,195.0,216.45
https://www.google.com/shopping/product/651622988230187296?hl=en-US,FANCL Aging Care Facial Cleansing Cream 90g,"[""Brand: Fancl."",""Made in Japan.""]",5,5.0,"[""All Skin Types"",""Anti-aging"",""Amino Acid"",""Cream""]","A creamy facial cleanser that creates fluffy foam speedily and leads to radiant skin. Fruit enzyme extract removes dullness caused by old stratum corneum accumulated due to tiredness, lack of sleep, and dryness. Cleans and cleans your skin while preserving moisture. Makeup paste will also improve. An extract made by enzymatically decomposing fruits. How to use: Cleansing ⇒ Aging care Face wash cream ⇒ Cosmetic liquid ⇒ Essence ⇒ Mask ⇒ Emulsion. Estimated amount of use: about 2cm.","{""1_star"":0,""2_stars"":0,""3_stars"":0,""4_stars"":0,""5_stars"":5}",Yami,Delivery date & cost shown at checkout,LOW PRICE$14.69$20.00Was $20.00,16.2,USD,16.2,16.2
https://www.google.com/shopping/product/5377502061995008297?hl=en-US,"Apple Iphone 16 Pro Max, 512Gb - Natural Titanium","[""3 months free trial os Secure Net"",""An extra £50 when you trade in"",""Get up to 3 months of free Apple Music""]",3.8,1816.0,"[""Smartphone"",""Dual SIM"",""5G"",""With Wireless Charging"",""With Fast Charging"",""Unlocked"",""iOS"",""GSM"",""Facial Recognition"",""With OLED Display""]","The iPhone 16 Pro Max combines a stunning titanium design with powerful features, including a robust 6.9-inch Super Retina XDR display and the latest-generation Ceramic Shield, making it twice as tough as any other smartphone glass. Equipped with the A18 Pro chip, it delivers exceptional performance, from advanced Camera Control that lets you effortlessly manage zoom and depth of field, to professional-grade video recording with 4K 120 fps Dolby Vision enabled by the 48MP Fusion camera. This model also boasts a significant leap in battery life with up to 33 hours of video playback and supports fast charging via USB-C or MagSafe. With iOS 18, you can personalise your Home Screen, easily find photos, and add animated effects in iMessage, while safety features like Crash Detection ensure you're protected.","{""1_star"":470,""2_stars"":41,""3_stars"":72,""4_stars"":107,""5_stars"":1126}",Blu███de'███uro█████████sac██████,"Free delivery by Fri, Nov 22","$1,689.99",1689.99,USD,1689.99,1689.99
https://www.google.com/shopping/product/12430574935654989005?hl=en-US,Fanvil X210 VoIP Telephone Black,"[""2 DSS Key-mapping LCD"",""32 DSS/BLF keys, 3 pages for 116 DSS keys"",""20 SIP Lines HD Voice"",""G.722, AMR-WB, Opus Support"",""EHS support"",""Support receiving Video call"",""Gigabit Ethernet and PoE support"",""Built-in Bluetooth and Wifi Dongle support""]",3.3,3.0,"[""With Speakerphone"",""Corded"",""With Caller ID"",""Bluetooth"",""With Noise Reduction"",""Business"",""Black""]",,"{""1_star"":1,""2_stars"":0,""3_stars"":0,""4_stars"":1,""5_stars"":1}",eBay,Delivery date & cost shown at checkout,$309.74,331.42,USD,309.74,331.42
https://www.google.com/shopping/product/15836676931413587865?hl=en-US,FANCL Enrich+ Lotion I 30ml,"[""Niacinamide helps to soften the appearance of fine lines and wrinkles."",""Sweet Pea Flower (Lathyrus odoratus flower) and Perilla Leaf Extract moisturize the skin to protect it from dryness and friction."",""Dispense a small amount of lotion on the palm of your hand and apply thoroughly on your cleansed face.""]",4.7,69.0,"[""Niacinamide"",""Anti-aging"",""Collagen Boosting"",""For Dry Skin"",""Cream"",""Wrinkles""]","A cosmetic solution containing an active ingredient for improving wrinkles. Firmly penetrates into the dermis layer at the back of the skin and improves wrinkles in earnest. In addition, the unique triple firm skin ingredient that is particular about the quality of collagen gives you firm and elastic skin that feels like pushing back. How to use: Face wash ⇒ Cosmetic liquid ⇒ Essence ⇒ Mask ⇒ Emulsion. Estimated amount of use: One 100-yen coin.","{""1_star"":0,""2_stars"":0,""3_stars"":3,""4_stars"":18,""5_stars"":48}",buy███apa███om,Delivery date & cost shown at checkout,$24.90,27.34,USD,24.9,27.34
https://www.google.com/shopping/product/2237898564844800424?hl=en-US,Pre-owned Apple iPhone 12 Mini - Carrier Unlocked - 64 GB Green (Good),"[""iPhone 12 Mini."",""Sharp display quality."",""Small but powerful."",""With the same A14 Bionic processor as its larger siblings, this phone is responsive and showcases raw power fast ahead of the entire pack."",""Excellent night vision."",""Distinct audio."",""Buy your Apple iPhone 12 Mini at Reebelo.""]",4.4,19782.0,"[""Smartphone"",""Single SIM"",""5G"",""With Wireless Charging"",""Unlocked"",""Dual Lens"",""iOS"",""With OLED Display"",""2340 x 1080"",""Green""]","The Apple iPhone 12 mini-packs big features in a 5.4-inch design. 5G to download movies on the fly and stream high-quality video. A beautifully bright and compact Super Retina XDR display. Ceramic Shield with 4x better drop performance. Incredible low-light photography with Night mode on all cameras. Cinema-grade Dolby Vision HDR video recording, editing, and playback. Powerful A14 Bionic chip. And new MagSafe accessories for easy attach and faster wireless charging. Its big news for mini. It is in good condition with light scratches, scuffs, and minor blemishes.","{""1_star"":1282,""2_stars"":489,""3_stars"":841,""4_stars"":2635,""5_stars"":14535}",Wal███t -███llf██████,Delivery date & cost shown at checkout,$209.99Used,227.21,RM,209.99,227.21
https://www.google.com/shopping/product/13098257229721273565?hl=en-US,Apple iPhone 16 Pro 512gb Natural Titanium,"[""3 months free trial os Secure Net"",""An extra £50 when you trade in"",""Get up to 3 months of free Apple Music""]",3.9,1200.0,"[""Smartphone"",""Dual SIM"",""With Wireless Charging"",""iOS"",""Facial Recognition"",""Fingerprint Scanner"",""With OLED Display"",""2622 x 1206"",""Natural Titanium"",""Water Resistant""]","New Apple iPhone 16 Pro. Camera Control gives you an easier way to quickly access camera tools and takes video capture to a whole new level with 4K 120 fps Dolby Vision, our highest resolution and frame rate combo yet. With 4 studio-quality mics and Audio Mix which lets you adjust the way voices sound in your videos using three different voice options, it's a Pro studio in your pocket. Plus iPhone 16 Pro adds a second 48Mp camera to the Pro camera system. The new 48Mp Ultra Wide camera has a more advanced quad-pixel sensor for super-high-resolution 48Mp ProRAW and Heif photos with autofocus. All-new A18 Pro chip powers unrivaled intelligence and unprecedented performance and a huge leap in battery life, up to 27 hours of video playback. iPhone 16 Pro features a Grade 5 titanium design with a new, refined microblasted finish. Internal substructure and back glass optimizations and design improvements that further dissipate heat enabling you to run high-intensity gaming for longer. iPhone 16 Pro is splash, water, and dust resistant and latest-generation Ceramic Shield material is two times tougher than any smartphone glass. Our thinnest borders yet, for even larger displays. Built for Apple Intelligence, the personal intelligence system that helps you write, express yourself, and get things done effortlessly while designed to protect your privacy at every step.","{""1_star"":242,""2_stars"":36,""3_stars"":58,""4_stars"":101,""5_stars"":763}",Vis███e,"Free delivery by Wed, Oct 30","$1,299.00",1396.43,USD,1299.0,1396.43
https://www.google.com/shopping/product/5944291387065007059?hl=en-US,Ray-Ban Round Metal Sunglasses RB3447 9002A6 - Bronze-Copper Frame - Green Gradient Lenses - 50mm,"[""Round metal framed glasses inspired by the 1960’s for a retro look"",""Defined round crystal lenses and distinct shape"",""Curved brow bar, adjustable nose pads, and thin metal temples with plastic end tips rest comfortably behind the ears"",""Includes cleaning cloth""]",4.7,7250.0,"[""Round & Oval"",""Gradient"",""Plastic"",""Metal""]","The Ray-Ban Round Metal sunglasses are totally retro. This look has been worn by legendary musicians and inspired by the 1960s counter-culture when this style first originated.The Ray-Ban unisex metal, iconicSunglasses are known for their defined round crystal lenses and distinct shape. A curved brow bar, adjustable nose pads, and thin metal temples with plastic end tips rest comfortably behind the ears. Available with Legend Gold lens logo, straight from the archive.","{""1_star"":176,""2_stars"":79,""3_stars"":177,""4_stars"":654,""5_stars"":6164}",Ray███n,"Free delivery by Mon, Nov 4",$195.00,214.99,USD,195.0,214.99
https://www.google.com/shopping/product/11250461786278740649?hl=en-US,Apple iPhone 7 Plus 128GB Red,"[""Earphones with 3.5 mm headphone plug"",""Lightning to USB cable"",""USB power adapter"",""Sim card tray eject/open pin"",""Screen protector""]",4.5,55879.0,"[""Smartphone"",""Single SIM"",""iOS"",""Red""]",,"{""1_star"":2569,""2_stars"":1159,""3_stars"":2494,""4_stars"":7609,""5_stars"":42048}",Fon███ne.███,Delivery date & cost shown at checkout,"$122.52(AED 450.00)RefurbishedRefurbished itemThis item has been returned to the store or manufacturer. Before being sold again, it's expected to be in near-mint condition and show next to no signs of use.",133.48,USD,122.52,133.48
https://www.google.com/shopping/product/16938693535894837162?hl=en-US,Apple iPhone 15 Pro Max 1TB Blue Titanium,"[""Become a Super Recruiter and earn rewards"",""Double Data"",""Earn £5 when recommending a friend"",""Free EU Roaming"",""Free calls and texts to same network""]",0,29371.0,"[""Smartphone"",""Dual SIM"",""5G"",""Triple Lens"",""iOS"",""Facial Recognition"",""With OLED Display"",""2796 x 1290"",""Titanium Blue"",""Water Resistant""]","Unveiling the iPhone 15 Pro Max, a testament to Apple's relentless pursuit of perfection. Powered by the lightning-fast A17 Pro Bionic chip, this device sets new standards for performance, ensuring effortless multitasking and responsiveness that redefines what's possible in a smartphone. Prepare to be amazed by the iPhone 15 Pro Max's camera system, delivering unparalleled photographic capabilities. With a pro-grade sensor and enhanced computational photography, it captures breathtaking 4K videos and stunning photos with astounding detail and clarity. With 5G capabilities, you'll experience lightning-fast connectivity, and Face ID ensures your device and data remain uncompromisingly secure. The iPhone 15 Pro Max isn't just a smartphone; it's a technological marvel, delivering innovation, productivity, and creativity in the palm of your hand.","{""1_star"":1919,""2_stars"":350,""3_stars"":705,""4_stars"":1760,""5_stars"":24637}",fru███.co███,$34.49 delivery,"$3,399.00",3433.49,USD,3399.0,3433.49
https://www.google.com/shopping/product/706835433496749944?hl=en-US,Ray-Ban Hexagonal Flat Lenses Sunglasses RB3548N 004/71 - Polished Gunmetal Frame - Grey Gradient Lenses - 54mm,"[""Round has met flat, when it comes to lenses that is."",""This hexagonal round metal shape features thin coined profiles and flat crystal lenses on classic gold with extremely thin temples."",""Mix and match flash base colour options to create the perfect combination.""]",4.7,4168.0,"[""Gradient"",""Plastic"",""Metal""]","What do you get when you cross a circle with a square? You get the hexagonal RB 3548N, the evolution of round featuring flat crystal lenses.Round meets flat, when it comes to lenses that is. This hexagonal round metal shape features thin coined profiles and flat crystal lenses on classic gold with extremely thin temples. Mix and match flash base colour options to create the perfect combination. Experience the thrill of wearing an updated classic that will never make you feel like a square peg in a round hole.","{""1_star"":118,""2_stars"":51,""3_stars"":86,""4_stars"":506,""5_stars"":3407}",Ray███n,"Free delivery by Mon, Nov 4",$195.00,214.5,USD,195.0,214.5
https://www.google.com/shopping/product/9045074621740922373?hl=en-US,Ray-Ban RB3016 W0366 Clubmaster Sunglasses - Tortoise Frame - Green G-15 49mm Lenses,"[""Look classy with these Clubmaster sunglasses"",""The G-15 lenses protect from UV rays and enhance your look"",""It provides comfort with its adjustable nose pads""]",4.7,7301.0,"[""Clubmaster"",""Unisex"",""Plastic"",""Metal""]","Ray-Ban Clubmaster 3016 Sunglasses were designed in 1986 and are inspired by the 50s and 60s lifestyle. The Ray-Ban Clubmaster is an intellectual retro style that features curved lenses, elegantly tapered arms and vintage pin hinges. The top half of the full-rimmed lenses are enclosed by a bold acetate frame and this design feature creates a strong brow line that is sure to make you stand out from the crowd. The frame is lightweight and the adjustable nose pads create a personalised and comfortable fit. The Clubmaster is a timeless design that Ray-Ban continues to adapt with the use of colour to add a contemporary feel to the vintage style.Ray-Ban Clubmaster Classic sunglasses are just that. They’re incredibly classic, a style that never goes out of fashion. If anything, each year they gain popularity! The semi-rimless style compliments a lot of faces and cuts a premium looking style. Many movie stars and celebs have been seen wearing the famous style. And that is just a testament to the incredible design and quality of these sunglasses.","{""1_star"":202,""2_stars"":93,""3_stars"":189,""4_stars"":694,""5_stars"":6123}",Ray███n,Delivery date & cost shown at checkout,$180.00,199.8,USD,180.0,199.8
https://www.google.com/shopping/product/1784103902761537193?hl=en-US,FANCL Pore Essence 8 G,"[""It pulls pores while controlling the balance of sebum and water, and suppresses shine and stickiness."",""In addition, you can adjust the texture and feel the smooth skin with inconspicuous pores."",""1 small bean grain (when using T zone part)."",""If it is used in a wider area than the T zone, apply while watching the situation.""]",4.9,30.0,"[""Face"",""Aloe"",""For Oily Skin"",""For Combination Skin"",""Serum"",""Fragrance-free"",""Paraben-free"",""Matte"",""Hyperpigmentation"",""Enlarged Pores""]","Can produce large pores and excess oil problems on different parts of the face. Reduce oil secretion and shine from the source to prevent oil oxidation and blackheads. Remove excess oil from the surface to keep skin fresh and smooth. It has a refreshing and moist texture, and it can be finely coated with a thin layer to make the skin comfortable and smooth all day long. Continuous use can regulate oily skin. A variety of beauty ingredients such as aloe collagen are added. Easily create smooth, white skin. No petroleum surfactant, no preservatives, no fragrance, no synthetic pigments. HOW TO USE Take an appropriate amount (about 1 small bean size) of the essence and apply evenly to the areas with large pores and strong oil secretion.","{""1_star"":0,""2_stars"":0,""3_stars"":1,""4_stars"":2,""5_stars"":27}",FANCL,Delivery date & cost shown at checkout,$21.00,23.97,USD,21.0,23.97
https://www.google.com/shopping/product/12072729858284418600?hl=en-US,Ray-Ban Aviator Classic Sunglasses RB3025 L0205 - Polished Gold Frame - Green Classic G-15 Lenses - 58mm,"[""UV 400 lens"",""Case and cloth included"",""Made in Italy""]",4.7,30191.0,"[""Aviator"",""Gray"",""Unisex"",""Metal""]",,"{""1_star"":674,""2_stars"":350,""3_stars"":824,""4_stars"":3577,""5_stars"":24766}",Ray███n,Delivery date & cost shown at checkout,$180.00,192.6,USD,180.0,192.6
https://www.google.com/shopping/product/3050516312013343352?hl=en-US,Now Foods Pycnogenol 100 mg 60 Capsules,"[""Pycnogenol is a unique combination of proanthocyanidins obtained from the bark of the French maritime pine."",""With 300mg of Bioflavonoids."",""Balanced immune response.""]",0,2822.0,"[""Capsule"",""Hyaluronic Acid"",""Vegan"",""Kosher"",""Supplements"",""Dairy-free"",""Gluten-free"",""Vegetarian"",""Eye Care"",""Heart Support""]","Stay on top of your health and vitality with these NOW Foods Pycnogenol 100mg 60 Vegetable Capsules. Pycnogenol is a natural plant product made from the bark of French Maritime pine. Pycnogenol has naturally occurring procyanidins, a special class of water-soluble antioxidant flavonoids that are excellent free radical scavengers. Numerous scientific studies have demonstrated that Pycnogenol helps to maintain vascular strength and function. In addition, Pycnogenol has been shown to support a healthy, balanced inflammatory response. These NOW capsules are GMP Quality Assured and are made with a vegetarian/vegan formula. They are also packed with vitamin C to help boost your immune system. Add these NOW Foods Pycnogenol 100mg 60 Vegetable Capsules to your supplement regimen. Disclaimer These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure or prevent any disease.","{""1_star"":2,""2_stars"":26,""3_stars"":227,""4_stars"":460,""5_stars"":2107}",Ama███.co███,Delivery date & cost shown at checkout,SALE$43.42$79.99Was $79.99,47.87,USD,43.42,79.99
https://www.google.com/shopping/product/18370179616832529842?hl=en-US,Sunglasses Ray-Ban RB2180 710/4L,"[""Unisex sunglasses made of propionato."",""Round shaped frame."",""Color: 616613, 601/71, 601/11, 710/4L; Size: 49, 51.""]",4.7,1619.0,"[""Round & Oval"",""Gradient"",""Unisex"",""Plastic""]","Introducing the RB 2180 Ray-Ban Sunglasses, a blend of classic sophistication and modern flair. Crafted from premium plastic, these frames are lightweight yet robust, ensuring all-day comfort without compromising on style. The deep shape adds a touch of retro charm and complements a variety of face shapes, making these sunglasses a versatile accessory for any wardrobe.Ray-Ban's legendary expertise shines through in the meticulous design details, from the smooth, polished finish to the distinctive rivets adorning the front. The iconic Ray-Ban logo subtly graces the temples, lending an air of authenticity and timeless elegance. Perfect for any occasion, these sunglasses seamlessly transition from a casual day out to a chic evening event.Slip on these frames and instantly elevate your look with their effortless cool. Whether you’re soaking up the sun on a beach or navigating the urban jungle, the RB 2180 ensures you do so in comfort and style. Embrace a classic, refined aesthetic that's unmistakably Ray-Ban with these exceptional sunglasses, and make every outing a statement of your impeccable taste.","{""1_star"":50,""2_stars"":22,""3_stars"":46,""4_stars"":121,""5_stars"":1380}",Ray███n,Delivery date & cost shown at checkout,$183.00,198.19,USD,183.0,198.19
https://www.google.com/shopping/product/8860779041572253789?hl=en-US,Apple iPhone 8 Plus - 64 GB - Gold,"[""Earphones with 3.5 mm headphone plug"",""Lightning to USB cable"",""USB power adapter"",""Sim card tray eject/open pin"",""Screen protector""]",4.5,20498.0,"[""Smartphone"",""Single SIM"",""4G"",""With Wireless Charging"",""With Fast Charging"",""Unlocked"",""iOS"",""GSM"",""CDMA"",""Fingerprint Scanner""]","The iPhone 8 Plus comes with a 5.5 Super Retina HD display employing the first OLED screen that rises to the standards of iPhone with durable glass front and back and surgical-grade stainless steel, wireless charging and water and dust resistance. The cameras are calibrated for augmented reality, the new Portrait Lighting feature comes standard, and videos can be recorded in Ultra HD. It also takes advantage of modern technology, utilising wireless charging. All this is made possible by the A11 Bionic, the state-of-the-art technology with a neural engine, faster CPU and adaptive recognition.","{""1_star"":1269,""2_stars"":420,""3_stars"":763,""4_stars"":2671,""5_stars"":15375}",Lov███ech███te ██████,"$16.83 delivery by Mon, Nov 18",$363.39(£280.50)Used,400.21,USD,363.39,400.21
